station,latitude,longitude,numDocks,timestamp,year,month,day,hour,weekday,weekhour,isHoliday,windMaxSpeed.m.s,windMeanSpeed.m.s,windDirection.grades,temperature.C,relHumidity.HR,airPressure.mb,precipitation.l.m2,bikes_3h_ago,full_profile_3h_diff_bikes,full_profile_bikes,short_profile_3h_diff_bikes,short_profile_bikes,Id
7,39.474715,-0.37932,20,1406469600.0,2014,7,27,16,Sunday,159,0,20.9,9.7,0.0,28.8,63.0,1011.4,0.0,6.0,5.22976754197159,5.23083544031416,4.60921248142645,4.64487369985141,201367
8,39.474324,-0.375151,23,1405465200.0,2014,7,16,1,Wednesday,48,0,6.4,0.0,67.5,23.8,82.0,1017.4,0.0,0.0,5.38923791313849,5.3881485527034405,6.30609212481426,6.3001485884100985,201368
8,39.474324,-0.375151,23,1405519200.0,2014,7,16,16,Wednesday,63,0,17.7,9.7,22.5,28.2,63.0,1015.9,0.0,17.0,5.39039301310044,5.38984993178718,6.28231797919762,6.23774145616642,201369
106,39.476713,-0.341369,25,1403056800.0,2014,6,18,4,Wednesday,51,0,12.0,7.0,30.0,18.9,76.0,1002.0,0.0,1.0,10.471822202063699,10.4702714957774,7.793159609120519,7.79153094462541,201370
110,39.48075,-0.336789,30,1402934400.0,2014,6,16,18,Monday,17,0,13.4,8.5,134.0,22.6,64.0,1001.0,0.0,10.0,11.121633905238,11.1215993638894,8.081433224755699,8.05537459283388,201371
106,39.476713,-0.341369,25,1406620800.0,2014,7,29,10,Tuesday,33,0,12.9,6.4,135.0,25.3,56.0,1009.2,0.0,18.0,10.5039725144943,10.5063596844308,11.5869242199108,11.635958395245199,201372
110,39.48075,-0.336789,30,1406732400.0,2014,7,30,17,Wednesday,64,0,27.4,12.9,22.5,26.4,69.0,1009.1,0.0,26.0,11.2609208340033,11.262833565534198,14.3075780089153,14.356612184249599,201373
110,39.48075,-0.336789,30,1404518400.0,2014,7,5,2,Saturday,121,0,4.8,1.6,180.0,23.5,76.0,1015.6,0.0,9.0,11.1458818312826,11.1451210727545,10.6211382113821,10.6650406504065,201374
110,39.48075,-0.336789,30,1403834400.0,2014,6,27,4,Friday,99,0,4.5,1.7,310.0,19.9,73.0,1004.0,0.0,13.0,11.100492941967303,11.1004088032704,8.15798045602606,8.216612377850161,201375
110,39.48075,-0.336789,30,1406030400.0,2014,7,22,14,Tuesday,37,0,20.9,11.3,337.5,27.3,55.0,1012.0,0.0,18.0,11.1893619326184,11.1900687713218,13.6196136701337,13.6820208023774,201376
8,39.474324,-0.375151,23,1402981200.0,2014,6,17,7,Tuesday,30,0,3.5,0.5,309.0,20.1,62.0,1003.0,0.0,1.0,5.3517456713028695,5.35090805902384,6.21009771986971,6.2214983713355005,201377
106,39.476713,-0.341369,25,1403596800.0,2014,6,24,10,Tuesday,33,0,4.4,1.1,250.0,18.9,75.0,1003.0,0.0,2.0,10.4735776928266,10.473107401787198,8.94299674267101,8.92182410423453,201378
106,39.476713,-0.341369,25,1402048800.0,2014,6,6,12,Friday,107,0,4.9,1.3,132.0,22.5,67.0,1002.0,0.0,8.0,10.5015789171499,10.502238548961099,7.7340267459138206,7.68796433878158,201379
7,39.474715,-0.37932,20,1404273600.0,2014,7,2,6,Wednesday,53,0,0.0,0.0,146.3,21.7,82.0,999.6,0.0,1.0,5.24557694447535,5.24528616719506,5.28501628664495,5.28501628664495,201380
7,39.474715,-0.37932,20,1404345600.0,2014,7,3,2,Thursday,73,0,33.8,17.7,67.5,22.7,87.0,1016.1,0.0,3.0,5.250138935200621,5.249958331018389,5.50325732899023,5.49348534201954,201381
110,39.48075,-0.336789,30,1404086400.0,2014,6,30,2,Monday,1,0,1.8,0.5,19.0,18.7,82.0,1006.0,0.0,17.0,11.126994755049699,11.1275729346795,9.586319218241039,9.64983713355049,201382
106,39.476713,-0.341369,25,1405144800.0,2014,7,12,8,Saturday,127,0,0.0,0.0,146.3,21.6,72.0,1015.9,0.0,14.0,10.4277088593699,10.428689019371099,9.233283803863301,9.27488855869242,201383
8,39.474324,-0.375151,23,1406707200.0,2014,7,30,10,Wednesday,57,0,6.4,1.6,180.0,23.6,49.0,1011.4,0.0,4.0,5.38868632707775,5.390029482712411,5.903417533432388,5.912332838038629,201384
110,39.48075,-0.336789,30,1406570400.0,2014,7,28,20,Monday,19,0,27.4,11.3,67.5,26.7,78.0,1007.1,0.0,27.0,11.2281323877069,11.230380834721,13.6448736998514,13.6894502228826,201385
106,39.476713,-0.341369,25,1405108800.0,2014,7,11,22,Friday,117,0,11.3,6.4,67.5,23.8,75.0,1014.9,0.0,21.0,10.425966608084401,10.4267281612035,9.120356612184251,9.15750371471025,201386
8,39.474324,-0.375151,23,1403755200.0,2014,6,26,6,Thursday,77,0,3.8,1.1,284.0,20.2,64.0,1001.0,0.0,0.0,5.36904094223219,5.36781609195402,6.7328990228013,6.7328990228013,201387
8,39.474324,-0.375151,23,1405627200.0,2014,7,17,22,Thursday,93,0,24.1,16.1,67.5,24.8,81.0,1014.7,0.0,8.0,5.3891553133515,5.3892672296377,6.178306092124809,6.20802377414562,201388
7,39.474715,-0.37932,20,1401807600.0,2014,6,3,17,Tuesday,40,0,6.7,1.6,153.0,24.6,50.0,1001.0,0.0,9.0,5.2452732303435585,5.246239843254769,4.80089153046062,4.817236255572071,201389
110,39.48075,-0.336789,30,1401692400.0,2014,6,2,9,Monday,8,0,4.0,0.9,320.0,20.1,51.0,1006.0,0.0,7.0,11.1785054285054,11.1783961665031,8.32095096582467,8.31649331352155,201390
106,39.476713,-0.341369,25,1401886800.0,2014,6,4,15,Wednesday,62,0,7.8,1.9,143.0,25.0,61.0,997.0,0.0,21.0,10.5019571724614,10.502330666973599,7.55720653789004,7.55274888558692,201391
110,39.48075,-0.336789,30,1405958400.0,2014,7,21,18,Monday,17,0,25.7,12.9,0.0,27.1,51.0,1013.4,0.0,25.0,11.1816505801974,11.1832818344446,13.4279346210996,13.448736998514097,201392
106,39.476713,-0.341369,25,1406566800.0,2014,7,28,19,Monday,18,0,29.0,16.1,45.0,26.9,76.0,1007.1,0.0,25.0,10.4979315532155,10.5002148458481,11.4383358098068,11.4769687964339,201393
106,39.476713,-0.341369,25,1405522800.0,2014,7,16,17,Wednesday,64,0,22.5,11.3,0.0,28.2,54.0,1016.0,0.0,17.0,10.4755225672652,10.476593190746401,10.6463595839525,10.7057949479941,201394
110,39.48075,-0.336789,30,1404608400.0,2014,7,6,3,Sunday,146,0,4.8,3.2,67.5,24.1,66.0,1011.3,0.0,10.0,11.1441301821,11.1435369632581,10.9772357723577,11.0211382113821,201395
7,39.474715,-0.37932,20,1403337600.0,2014,6,21,10,Saturday,129,0,3.7,1.1,140.0,26.7,40.0,1002.0,0.0,13.0,5.25917353505702,5.26147073762628,5.66612377850163,5.742671009771991,201396
8,39.474324,-0.375151,23,1405177200.0,2014,7,12,17,Saturday,136,0,22.5,9.7,0.0,25.5,57.0,1014.2,0.0,6.0,5.38216735253772,5.381404278661551,6.17236255572065,6.1485884101040105,201397
110,39.48075,-0.336789,30,1406624400.0,2014,7,29,11,Tuesday,34,0,6.4,1.6,157.5,26.2,53.0,1009.5,0.0,22.0,11.2397058034037,11.2417346500644,13.992570579494801,14.014858841010401,201398
7,39.474715,-0.37932,20,1404075600.0,2014,6,29,23,Sunday,166,0,5.4,2.6,32.0,19.7,81.0,1006.0,0.0,1.0,5.25129750544115,5.25150636018746,5.459283387622151,5.459283387622151,201399
7,39.474715,-0.37932,20,1402149600.0,2014,6,7,16,Saturday,135,0,5.5,1.2,188.0,25.2,56.0,1001.0,0.0,5.0,5.23913542024997,5.23958273628704,4.671130952380951,4.62648809523809,201400
106,39.476713,-0.341369,25,1405954800.0,2014,7,21,17,Monday,16,0,25.7,12.9,337.5,27.4,49.0,1013.6,0.0,9.0,10.463861627717801,10.4634648742411,10.3194650817236,10.297176820208,201401
7,39.474715,-0.37932,20,1403949600.0,2014,6,28,12,Saturday,131,0,9.7,7.1,137.0,26.4,53.0,1001.0,0.0,1.0,5.256094833370611,5.25658225725306,5.7117263843648205,5.71986970684039,201402
106,39.476713,-0.341369,25,1405936800.0,2014,7,21,12,Monday,11,0,12.9,4.8,315.0,28.5,39.0,1015.8,0.0,11.0,10.463770474021,10.4640785121726,10.3922734026746,10.3462109955423,201403
110,39.48075,-0.336789,30,1404932400.0,2014,7,9,21,Wednesday,68,0,11.3,4.8,337.5,24.5,54.0,1015.6,0.0,19.0,11.1266729085201,11.1272436956282,10.6775631500743,10.6582466567608,201404
8,39.474324,-0.375151,23,1403053200.0,2014,6,18,3,Wednesday,50,0,13.1,7.4,31.0,19.2,78.0,1002.0,0.0,2.0,5.3536716756450184,5.35260770975057,6.21986970684039,6.22312703583062,201405
8,39.474324,-0.375151,23,1402513200.0,2014,6,11,21,Wednesday,68,0,0.7,0.1,322.0,24.9,45.0,1009.0,0.0,1.0,5.34704032027452,5.345854774156661,6.29153094462541,6.2785016286645,201406
8,39.474324,-0.375151,23,1402855200.0,2014,6,15,20,Sunday,163,0,3.8,1.1,135.0,22.1,70.0,1000.0,0.0,1.0,5.35199089874858,5.35132214955928,6.20846905537459,6.18892508143322,201407
8,39.474324,-0.375151,23,1406167200.0,2014,7,24,4,Thursday,75,0,4.8,1.6,157.5,23.4,77.0,1007.0,0.0,0.0,5.38054054054054,5.37935693055931,5.66121842496285,5.66121842496285,201408
7,39.474715,-0.37932,20,1403139600.0,2014,6,19,3,Thursday,74,0,6.3,2.5,52.0,19.4,80.0,1005.0,0.0,4.0,5.25092021065745,5.25067934782609,5.232899022801299,5.20032573289902,201409
7,39.474715,-0.37932,20,1402923600.0,2014,6,16,15,Monday,14,0,19.6,13.2,136.0,22.7,61.0,1001.0,0.0,19.0,5.248820955736121,5.25113610543058,5.02442996742671,5.09446254071661,201410
110,39.48075,-0.336789,30,1405256400.0,2014,7,13,15,Sunday,158,0,25.7,12.9,0.0,26.2,65.0,1013.7,0.0,10.0,11.1386529292486,11.138231426693,11.554234769688001,11.567607726597302,201411
8,39.474324,-0.375151,23,1403035200.0,2014,6,17,22,Tuesday,45,0,1.3,0.3,14.0,22.4,69.0,1001.0,0.0,3.0,5.35473624503687,5.3536716756450184,6.2442996742671,6.22312703583062,201412
7,39.474715,-0.37932,20,1401951600.0,2014,6,5,9,Thursday,80,0,9.1,2.9,100.0,19.7,70.0,1003.0,0.0,1.0,5.23964803312629,5.239751624216638,4.76374442793462,4.77563150074294,201413
110,39.48075,-0.336789,30,1404788400.0,2014,7,8,5,Tuesday,28,0,4.8,3.2,180.0,20.7,77.0,1016.7,0.0,0.0,11.1336313959265,11.1313872640989,11.0201863354037,10.9690880989181,201414
8,39.474324,-0.375151,23,1403323200.0,2014,6,21,6,Saturday,125,0,1.7,0.3,237.0,20.3,58.0,1001.0,0.0,0.0,5.35990965556183,5.35879198419419,6.41530944625407,6.41530944625407,201415
106,39.476713,-0.341369,25,1405828800.0,2014,7,20,6,Sunday,149,0,14.5,4.8,180.0,25.3,42.0,1008.9,0.0,8.0,10.4724576271186,10.472220713626198,10.777117384844,10.7652303120357,201416
106,39.476713,-0.341369,25,1401724800.0,2014,6,2,18,Monday,17,0,7.6,2.6,135.0,22.3,53.0,1005.0,0.0,6.0,10.5111675419865,10.5111931687053,7.68945022288262,7.62555720653789,201417
110,39.48075,-0.336789,30,1405580400.0,2014,7,17,9,Thursday,80,0,6.4,3.2,135.0,23.9,67.0,1017.5,0.0,2.0,11.142771445710899,11.141315014720302,12.1426448736999,12.1218424962853,201418
110,39.48075,-0.336789,30,1403564400.0,2014,6,24,1,Tuesday,24,0,1.6,0.2,221.0,19.0,83.0,1002.0,0.0,6.0,11.097935534679598,11.097851760207,7.63680781758958,7.69543973941368,201419
7,39.474715,-0.37932,20,1404147600.0,2014,6,30,19,Monday,18,0,12.6,7.2,34.0,23.3,74.0,1001.0,0.0,4.0,5.24990244718212,5.25105884975479,5.4315960912052095,5.41368078175896,201420
110,39.48075,-0.336789,30,1403636400.0,2014,6,24,21,Tuesday,44,0,2.4,0.5,237.0,16.2,81.0,1001.0,0.0,3.0,11.094116986008899,11.091843613077199,7.61889250814332,7.607491856677519,201421
106,39.476713,-0.341369,25,1405234800.0,2014,7,13,9,Sunday,152,0,0.0,0.0,146.3,23.4,77.0,1015.8,0.0,16.0,10.4358384037713,10.436979395002199,9.380386329866267,9.444279346211,201422
106,39.476713,-0.341369,25,1402732800.0,2014,6,14,10,Saturday,129,0,6.1,3.0,126.0,27.8,41.0,1001.0,0.0,7.0,10.472760428538901,10.4731384948442,7.609120521172639,7.64332247557003,201423
106,39.476713,-0.341369,25,1404730800.0,2014,7,7,13,Monday,12,0,20.9,12.9,0.0,26.8,54.0,1011.9,0.0,15.0,10.435839363641401,10.436271261321,9.06210191082802,9.076069730586367,201424
7,39.474715,-0.37932,20,1406163600.0,2014,7,24,3,Thursday,74,0,4.8,1.6,135.0,24.0,78.0,1007.4,0.0,5.0,5.240661657386889,5.24038045827929,4.67013372956909,4.65378900445765,201425
8,39.474324,-0.375151,23,1405681200.0,2014,7,18,13,Friday,108,0,24.1,12.9,22.5,26.2,72.0,1013.4,0.0,15.0,5.3881840457391785,5.3876428960261284,6.20208023774146,6.12927191679049,201426
106,39.476713,-0.341369,25,1402084800.0,2014,6,6,22,Friday,117,0,4.0,1.0,119.0,18.2,84.0,1003.0,0.0,0.0,10.5000573855159,10.4984223509839,7.60119047619048,7.59821428571429,201427
7,39.474715,-0.37932,20,1404741600.0,2014,7,7,16,Monday,15,0,33.8,17.7,45.0,24.2,66.0,1013.9,0.0,4.0,5.23856606274856,5.23833452979182,5.2662440570523,5.24447949526814,201428
8,39.474324,-0.375151,23,1402675200.0,2014,6,13,18,Friday,113,0,3.8,1.9,129.0,30.2,29.0,1002.0,0.0,0.0,5.34945807187678,5.34907328200741,6.34527687296417,6.35504885993485,201429
110,39.48075,-0.336789,30,1404806400.0,2014,7,8,10,Tuesday,33,0,8.0,3.2,337.5,24.6,59.0,1019.1,0.0,4.0,11.130890630173301,11.1304683621118,10.944530046225,10.944785276073599,201430
7,39.474715,-0.37932,20,1401735600.0,2014,6,2,21,Monday,20,0,4.6,2.5,132.0,20.0,62.0,1006.0,0.0,13.0,5.24474838411819,5.247273986038191,4.7072808320950985,4.75780089153046,201431
110,39.48075,-0.336789,30,1406516400.0,2014,7,28,5,Monday,4,0,0.0,0.0,146.3,23.7,83.0,1010.6,0.0,15.0,11.2179383771576,11.2181485861735,13.6225854383358,13.613670133729599,201432
106,39.476713,-0.341369,25,1404928800.0,2014,7,9,20,Wednesday,67,0,16.1,8.0,337.5,24.5,55.0,1015.2,0.0,12.0,10.422183059808301,10.4223421240984,8.70430906389302,8.71619613670134,201433
106,39.476713,-0.341369,25,1401598800.0,2014,6,1,7,Sunday,150,0,3.9,0.9,309.0,16.1,61.0,1006.0,0.0,0.0,10.5127226463104,10.5110712840377,8.14710252600297,8.07726597325409,201434
106,39.476713,-0.341369,25,1404694800.0,2014,7,7,3,Monday,2,0,19.3,9.7,67.5,23.6,87.0,1010.8,0.0,5.0,10.439175371690698,10.4382804729804,9.13754045307443,9.11272141706924,201435
106,39.476713,-0.341369,25,1406026800.0,2014,7,22,13,Tuesday,36,0,19.3,9.7,337.5,27.5,51.0,1012.6,0.0,23.0,10.461517629854301,10.4637751786875,10.158989598811301,10.221396731055,201436
110,39.48075,-0.336789,30,1405634400.0,2014,7,18,0,Friday,95,0,22.5,14.5,67.5,24.6,81.0,1014.8,0.0,6.0,11.1415649520488,11.1403279402953,12.1248142644874,12.1515601783061,201437
106,39.476713,-0.341369,25,1403236800.0,2014,6,20,6,Friday,101,0,1.7,0.2,298.0,18.7,77.0,1004.0,0.0,3.0,10.456806874717302,10.455716950206302,7.747557003257331,7.7540716612377905,201438
106,39.476713,-0.341369,25,1403758800.0,2014,6,26,7,Thursday,78,0,2.3,0.3,307.0,20.6,65.0,1001.0,0.0,10.0,10.4636909101105,10.4628321560713,8.793159609120519,8.81107491856678,201439
7,39.474715,-0.37932,20,1405299600.0,2014,7,14,3,Monday,2,0,0.0,0.0,146.3,22.6,86.0,1013.3,0.0,16.0,5.243770195520018,5.24561979851073,5.23625557206538,5.25111441307578,201440
110,39.48075,-0.336789,30,1404968400.0,2014,7,10,7,Thursday,78,0,11.3,4.8,157.5,19.8,46.0,1016.9,0.0,15.0,11.1291902900864,11.129815100154099,10.777117384844,10.8335809806835,201441
8,39.474324,-0.375151,23,1406149200.0,2014,7,23,23,Wednesday,70,0,22.5,12.9,67.5,24.9,78.0,1007.9,0.0,3.0,5.38177885915112,5.380810810810809,5.67161961367013,5.66121842496285,201442
106,39.476713,-0.341369,25,1405072800.0,2014,7,11,12,Friday,107,0,14.5,6.4,315.0,25.3,47.0,1016.3,0.0,23.0,10.4202659632927,10.422622644619,9.06686478454681,9.08915304606241,201443
110,39.48075,-0.336789,30,1404896400.0,2014,7,9,11,Wednesday,58,0,9.7,3.2,337.5,24.3,69.0,1017.0,0.0,5.0,11.1229404309252,11.123071837813999,10.742942050520101,10.7444279346211,201444
106,39.476713,-0.341369,25,1405720800.0,2014,7,19,0,Saturday,119,0,11.3,3.2,22.5,25.1,80.0,1010.6,0.0,5.0,10.477690717161801,10.4768536147528,10.9182763744428,10.8989598811293,201445
7,39.474715,-0.37932,20,1404093600.0,2014,6,30,4,Monday,3,0,1.1,0.1,346.0,18.4,81.0,1006.0,0.0,0.0,5.25050212006249,5.25015338278766,5.4609120521172585,5.45765472312704,201446
110,39.48075,-0.336789,30,1406714400.0,2014,7,30,12,Wednesday,59,0,16.1,6.4,337.5,26.3,52.0,1010.9,0.0,26.0,11.2561655586532,11.2587768665916,14.2496285289747,14.288261515601802,201447
106,39.476713,-0.341369,25,1405198800.0,2014,7,12,23,Saturday,142,0,16.1,4.8,67.5,23.3,82.0,1016.6,0.0,15.0,10.4328963966434,10.433874328325501,9.268945022288259,9.273402674591381,201448
106,39.476713,-0.341369,25,1405468800.0,2014,7,16,2,Wednesday,49,0,3.2,1.6,135.0,23.6,81.0,1017.1,0.0,13.0,10.4720887043915,10.472451264129301,10.4398216939079,10.4843982169391,201449
106,39.476713,-0.341369,25,1406242800.0,2014,7,25,1,Friday,96,0,17.7,8.0,67.5,24.5,83.0,1008.8,0.0,9.0,10.478540193273199,10.479652417962,11.0059435364042,11.068350668647804,201450
110,39.48075,-0.336789,30,1405454400.0,2014,7,15,22,Tuesday,45,0,16.1,6.4,22.5,24.3,81.0,1016.5,0.0,17.0,11.1488361927658,11.1489594144316,11.964338781575,12.0059435364042,201451
110,39.48075,-0.336789,30,1405040400.0,2014,7,11,3,Friday,98,0,6.4,1.6,135.0,20.5,67.0,1016.0,0.0,16.0,11.138780447572401,11.1391820580475,11.0297176820208,11.1010401188707,201452
8,39.474324,-0.375151,23,1404151200.0,2014,6,30,20,Monday,19,0,15.0,8.6,34.0,21.4,79.0,1001.0,0.0,2.0,5.37251950947603,5.37169127890777,6.55048859934853,6.55537459283388,201453
8,39.474324,-0.375151,23,1402945200.0,2014,6,16,21,Monday,20,0,7.9,3.3,154.0,21.4,72.0,1003.0,0.0,12.0,5.3530815109343886,5.353321976149911,6.185667752443,6.2068403908794805,201454
7,39.474715,-0.37932,20,1405011600.0,2014,7,10,19,Thursday,90,0,17.7,8.0,337.5,25.6,43.0,1014.3,0.0,0.0,5.2319709554981,5.232127144742631,4.988112927191679,4.9925705794948,201455
7,39.474715,-0.37932,20,1405605600.0,2014,7,17,16,Thursday,87,0,29.0,11.3,337.5,28.0,65.0,1015.0,0.0,4.0,5.246129524640209,5.24649844678184,5.1471025260029695,5.13224368499257,201456
110,39.48075,-0.336789,30,1405490400.0,2014,7,16,8,Wednesday,55,0,4.8,1.6,157.5,22.9,75.0,1017.3,0.0,12.0,11.149683267802503,11.150079161434698,12.1307578008915,12.181277860326901,201457
106,39.476713,-0.341369,25,1403560800.0,2014,6,24,0,Tuesday,23,0,0.7,0.2,142.0,19.3,82.0,1002.0,0.0,8.0,10.469737878276499,10.470449305516501,8.66938110749186,8.7328990228013,201458
110,39.48075,-0.336789,30,1403168400.0,2014,6,19,11,Thursday,82,0,5.6,1.8,133.0,24.6,59.0,1006.0,0.0,14.0,11.1043753891436,11.1044590312359,7.93485342019544,7.908794788273621,201459
7,39.474715,-0.37932,20,1403319600.0,2014,6,21,5,Saturday,124,0,2.6,0.4,262.0,19.9,61.0,1001.0,0.0,13.0,5.25664916144333,5.25877836739302,5.55048859934853,5.6221498371335485,201460
110,39.48075,-0.336789,30,1406822400.0,2014,7,31,18,Thursday,89,0,30.6,14.5,67.5,28.3,64.0,1010.7,0.0,17.0,11.271812439781597,11.272595922298901,14.588410104011901,14.643387815750401,201461
106,39.476713,-0.341369,25,1404532800.0,2014,7,5,6,Saturday,125,0,11.3,4.8,157.5,21.8,65.0,1015.1,0.0,0.0,10.4565602836879,10.4550490223232,9.33658536585366,9.3349593495935,201462
7,39.474715,-0.37932,20,1402473600.0,2014,6,11,10,Wednesday,57,0,3.9,0.8,117.0,27.9,31.0,1008.0,0.0,2.0,5.23738125214605,5.23748498197837,4.86156351791531,4.87133550488599,201463
7,39.474715,-0.37932,20,1406253600.0,2014,7,25,4,Friday,99,0,8.0,3.2,67.5,23.6,86.0,1007.9,0.0,10.0,5.23769164327359,5.238113227913,4.64784546805349,4.65676077265973,201464
106,39.476713,-0.341369,25,1403848800.0,2014,6,27,8,Friday,103,0,1.3,0.1,312.0,23.8,58.0,1005.0,0.0,2.0,10.4552581476089,10.4542350109164,8.59771986970684,8.61074918566775,201465
8,39.474324,-0.375151,23,1406347200.0,2014,7,26,6,Saturday,125,0,4.8,1.6,157.5,23.2,85.0,1010.5,0.0,0.0,5.38064690026954,5.379466451091349,5.59583952451709,5.59583952451709,201466
7,39.474715,-0.37932,20,1402941600.0,2014,6,16,20,Monday,19,0,8.2,2.9,129.0,22.0,67.0,1002.0,0.0,14.0,5.251420131788231,5.2531659946618205,5.13355048859935,5.185667752443,201467
8,39.474324,-0.375151,23,1402567200.0,2014,6,12,12,Thursday,83,0,6.7,4.4,145.0,29.4,29.0,1008.0,0.0,21.0,5.3444,5.34664381605256,6.314332247557,6.324104234527692,201468
7,39.474715,-0.37932,20,1401573600.0,2014,6,1,0,Sunday,143,0,1.1,0.1,297.0,17.4,68.0,1007.0,0.0,16.0,5.2454434993924695,5.24785978713559,4.84546805349183,4.83506686478455,201469
8,39.474324,-0.375151,23,1402621200.0,2014,6,13,3,Friday,98,0,2.5,0.7,265.0,23.8,45.0,1006.0,0.0,0.0,5.34650299743077,5.34526255707763,6.3110749185667805,6.30944625407166,201470
106,39.476713,-0.341369,25,1404892800.0,2014,7,9,10,Wednesday,57,0,8.0,1.6,0.0,23.7,67.0,1017.1,0.0,1.0,10.4198258761296,10.4199856772985,8.7221396731055,8.726597325408619,201471
106,39.476713,-0.341369,25,1402372800.0,2014,6,10,6,Tuesday,29,0,,,,,,,,8.0,10.4852074391989,10.4853807861761,7.605304212168488,7.641065830721001,201472
106,39.476713,-0.341369,25,1406152800.0,2014,7,24,0,Thursday,71,0,16.1,9.7,67.5,24.5,80.0,1008.0,0.0,7.0,10.4742674883771,10.4744095552073,10.754829123328399,10.7563150074294,201473
106,39.476713,-0.341369,25,1406638800.0,2014,7,29,15,Tuesday,38,0,25.7,12.9,0.0,27.8,44.0,1009.0,0.0,9.0,10.506789030215199,10.5067067281897,11.613670133729599,11.5735512630015,201474
110,39.48075,-0.336789,30,1403366400.0,2014,6,21,18,Saturday,137,0,5.0,1.4,129.0,25.1,61.0,1000.0,0.0,10.0,11.094684572847301,11.094093755288501,7.59446254071661,7.59446254071661,201475
106,39.476713,-0.341369,25,1404190800.0,2014,7,1,7,Tuesday,30,0,0.0,0.0,146.3,20.6,88.0,1001.4,0.0,10.0,10.4634322954381,10.463526005123098,9.26872964169381,9.317589576547233,201476
110,39.48075,-0.336789,30,1406786400.0,2014,7,31,8,Thursday,79,0,3.2,0.0,135.0,22.6,77.0,1014.2,0.0,19.0,11.268583976006902,11.268565615462899,14.5052005943536,14.5022288261516,201477
106,39.476713,-0.341369,25,1403992800.0,2014,6,29,0,Sunday,143,0,1.8,0.2,234.0,20.7,81.0,998.0,0.0,4.0,10.4637389652475,10.4632184550075,8.95928338762215,8.985342019543971,201478
106,39.476713,-0.341369,25,1401922800.0,2014,6,5,1,Thursday,72,0,9.6,4.1,55.0,17.4,85.0,1002.0,0.0,0.0,10.501610861811098,10.500258814056501,7.606240713224372,7.61367013372957,201479
7,39.474715,-0.37932,20,1403409600.0,2014,6,22,6,Sunday,149,0,0.7,0.1,320.0,19.6,79.0,1002.0,0.0,8.0,5.266155407691441,5.26692598229889,5.85016286644951,5.866449511400652,201480
8,39.474324,-0.375151,23,1404277200.0,2014,7,2,7,Wednesday,54,0,12.9,8.0,67.5,22.1,79.0,999.9,0.0,0.0,5.37001390820584,5.36918798665184,6.545602605863191,6.55537459283388,201481
110,39.48075,-0.336789,30,1406264400.0,2014,7,25,7,Friday,102,0,8.0,3.2,67.5,23.3,86.0,1007.6,0.0,15.0,11.202191396340499,11.2026764515433,13.894502228826196,13.9004457652303,201482
8,39.474324,-0.375151,23,1401955200.0,2014,6,5,10,Thursday,81,0,7.2,1.7,131.0,20.7,67.0,1003.0,0.0,1.0,5.32865604692622,5.33051626997815,5.820208023774152,5.87072808320951,201483
110,39.48075,-0.336789,30,1406246400.0,2014,7,25,2,Friday,97,0,14.5,9.7,67.5,24.2,84.0,1008.8,0.0,15.0,11.201166180758,11.2013817671506,13.8796433878158,13.888558692421999,201484
8,39.474324,-0.375151,23,1401811200.0,2014,6,3,18,Tuesday,41,0,7.6,1.9,89.0,23.4,62.0,1001.0,0.0,1.0,5.3313735661997805,5.33070185548,5.775631500742941,5.78008915304606,201485
8,39.474324,-0.375151,23,1404457200.0,2014,7,4,9,Friday,104,0,16.1,4.8,202.5,21.1,67.0,1014.1,0.0,0.0,5.372038834951461,5.37237936772047,6.576547231270361,6.61563517915309,201486
110,39.48075,-0.336789,30,1401926400.0,2014,6,5,2,Thursday,73,0,7.7,2.3,84.0,17.4,84.0,1002.0,0.0,2.0,11.170588573729901,11.168583918094999,8.06537890044576,8.06983655274889,201487
110,39.48075,-0.336789,30,1403348400.0,2014,6,21,13,Saturday,132,0,7.0,2.6,124.0,27.3,34.0,1001.0,0.0,12.0,11.0948241801659,11.094402437648098,7.58957654723127,7.59446254071661,201488
7,39.474715,-0.37932,20,1405713600.0,2014,7,18,22,Friday,117,0,16.1,8.0,67.5,25.1,79.0,1010.5,0.0,1.0,5.2432241210405985,5.24359323140541,5.02080237741456,4.962852897474,201489
106,39.476713,-0.341369,25,1404046800.0,2014,6,29,15,Sunday,158,0,10.7,6.0,130.0,24.9,52.0,1003.0,0.0,11.0,10.4612292748283,10.4613238084608,9.060260586319222,9.06188925081433,201490
8,39.474324,-0.375151,23,1403215200.0,2014,6,20,0,Friday,95,0,1.8,0.8,21.0,19.7,79.0,1005.0,0.0,4.0,5.35842760180995,5.3573649985863705,6.3127035830618885,6.30618892508143,201491
8,39.474324,-0.375151,23,1402315200.0,2014,6,9,14,Monday,13,0,,,,,,,,7.0,5.34355863331998,5.34323319027182,6.07762557077626,6.08409785932722,201492
110,39.48075,-0.336789,30,1406498400.0,2014,7,28,0,Monday,167,0,14.5,8.0,67.5,25.3,82.0,1012.3,0.0,15.0,11.216921256454404,11.2171317954509,13.6374442793462,13.62852897474,201493
8,39.474324,-0.375151,23,1401739200.0,2014,6,2,22,Monday,21,0,2.3,0.6,39.0,19.9,65.0,1006.0,0.0,1.0,5.33008252063016,5.329179646936661,5.72808320950966,5.72808320950966,201494
